VM,Task,Function Index,Task Name,Budget Function,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],total_used_budget_rw_per_index[0],total_used_budget_rw_per_index[1],total_used_budget_rw_per_index[2],total_used_budget_rw_per_index[3],total_used_budget_rw_per_index[4],total_used_budget_rw_per_index[5],total_used_budget_rw_per_index[6],total_used_budget_rw_per_index[7],total_used_budget_rw_per_index[8],total_used_budget_rw_per_index[9],total_used_budget_rw,calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],total_calc_rw_per_index[0],total_calc_rw_per_index[1],total_calc_rw_per_index[2],total_calc_rw_per_index[3],total_calc_rw_per_index[4],total_calc_rw_per_index[5],total_calc_rw_per_index[6],total_calc_rw_per_index[7],total_calc_rw_per_index[8],total_calc_rw_per_index[9],total_calc_rw,clock_per_period[0],clock_per_period[1],clock_per_period[2],clock_per_period[3],clock_per_period[4],clock_per_period[5],clock_per_period[6],clock_per_period[7],clock_per_period[8],clock_per_period[9],total_clock
1,1,43,swap_ab_and_sum,SW,16,21,21,21,21,21,21,21,21,21,8,16,16,16,16,16,16,16,16,16,24,37,37,37,37,37,37,37,37,37,357,16,21,21,21,21,21,21,21,21,21,7,16,16,16,16,16,16,16,16,16,23,37,37,37,37,37,37,37,37,37,356,318,351,318,318,318,318,318,318,318,318,3213
0,0,48,shift_mix_ab,SW,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,2,7,4,20,20,20,13,13,13,13,12,17,14,155,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,5,5,3,3,3,17,17,17,17,17,15,15,13,13,13,154,522,298,301,301,301,301,298,298,301,301,3222
0,1,49,simple_parity_a,SW,145,145,145,145,145,145,145,145,145,145,91,91,91,91,91,91,91,91,91,91,236,236,236,236,236,236,236,236,236,236,2360,148,148,148,148,148,148,148,148,148,148,92,92,92,92,92,92,92,92,92,92,240,240,240,240,240,240,240,240,240,240,2400,500,486,1157,1101,1106,1103,1070,1076,1074,1112,9785
2,0,52,selection_sort,SW,53708,53708,53708,53708,53708,53708,53708,53708,53708,53708,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,64537,64537,64537,64537,64537,64537,64537,64537,64537,64537,645370,53691,53691,53691,53691,53691,53691,53691,53691,53691,53691,10807,10807,10807,10807,10807,10807,10807,10807,10807,10807,64498,64498,64498,64498,64498,64498,64498,64498,64498,64498,644980,85092,83596,83686,83058,82731,82818,82417,83914,82519,82589,832420
3,0,22,decrement_b_100_times,AMBP,362,362,362,362,362,362,362,362,362,362,264,264,264,264,264,264,264,264,264,264,626,626,626,626,626,626,626,626,626,626,6260,152,152,152,152,152,152,152,152,152,152,132,132,132,132,132,132,132,132,132,132,284,284,284,284,284,284,284,284,284,284,2840,1373,1238,1886,1862,1860,1863,1860,1860,1860,1860,17522
0,0,24,sum_1_to_100,AMBP,464,464,464,464,464,464,464,464,464,464,260,260,260,260,260,260,260,260,260,260,724,724,724,724,724,724,724,724,724,724,7240,172,172,172,172,172,172,172,172,172,172,132,132,132,132,132,132,132,132,132,132,304,304,304,304,304,304,304,304,304,304,3040,1210,1032,1718,1675,1678,1675,1673,1673,1676,1673,15683
1,1,27,sum_mod7_0_to_999,AMBP,4061,3169,3169,2715,2440,2440,2276,2178,2178,2120,2054,1564,1564,1350,1221,1221,1144,1098,1098,1072,6115,4733,4733,4065,3661,3661,3420,3276,3276,3192,40132,892,1347,1347,1620,1784,1784,1882,1941,1941,1976,490,704,704,833,910,910,956,984,984,1001,1382,2051,2051,2453,2694,2694,2838,2925,2925,2977,24990,12332,12355,13006,12964,13092,13096,12964,12964,12964,12965,128702
2,0,28,lcg_sequence,AMBP,120,120,120,120,120,120,120,120,120,120,89,89,89,89,89,89,89,89,89,89,209,209,209,209,209,209,209,209,209,209,2090,104,104,104,104,104,104,104,104,104,104,9945,9945,9945,9945,9945,9945,9945,9945,9945,9945,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,100490,1040,739,1394,1352,1367,1350,1367,1348,1353,1353,12663
1,0,26,popcount_a,AMBP,122,122,122,122,122,122,122,122,122,122,2033,86,86,86,86,86,86,86,86,86,2155,208,208,208,208,208,208,208,208,208,4027,1029,104,104,104,104,104,104,104,104,104,2029,9930,9930,9930,9930,9930,9930,9930,9930,9930,3058,10034,10034,10034,10034,10034,10034,10034,10034,10034,93364,694,434,1116,1068,1075,1078,1083,1087,1086,1069,9790
3,1,31,sum_of_squares_0_to_99,AMBP,469,296,296,272,257,257,248,243,243,240,265,132,132,132,132,132,132,132,132,132,734,428,428,404,389,389,380,375,375,372,4274,173,197,197,212,221,221,226,229,229,231,133,13295,13295,13295,13295,13295,13295,13295,13295,13295,306,13492,13492,13507,13516,13516,13521,13524,13524,13526,121924,1363,1386,1748,1992,1991,1991,1988,1988,1988,1988,18423
1,0,34,fibonacci_20,AMBP,177,177,14,18,13,18,18,18,18,18,141,141,141,141,141,141,141,141,141,141,318,318,155,159,154,159,159,159,159,159,1899,115,115,115,115,115,115,115,115,115,115,108,108,10995,11015,10990,11015,11015,11015,11015,11015,223,223,11110,11130,11105,11130,11130,11130,11130,11130,89441,751,586,1249,1215,1254,1193,1193,1193,1193,1193,11020
2,0,36,russian_peasant_mul,AMBP,126,126,126,126,126,126,126,126,126,126,87,87,87,87,87,87,87,87,87,87,213,213,213,213,213,213,213,213,213,213,2130,105,105,105,105,105,105,105,105,105,105,9935,9935,9935,9935,9935,9935,9935,9935,9935,9935,10040,10040,10040,10040,10040,10040,10040,10040,10040,10040,100400,926,574,1183,1161,1118,1122,1148,1091,1063,1065,10451
3,0,38,sum_of_cubes_1_to_10,AMBP,120,120,120,120,120,120,120,120,120,120,74,74,74,74,74,74,74,74,74,74,194,194,194,194,194,194,194,194,194,194,1940,104,104,104,104,104,104,104,104,104,104,9870,9870,9870,9870,9870,9870,9870,9870,9870,9870,9974,9974,9974,9974,9974,9974,9974,9974,9974,9974,99740,728,403,1091,1056,1045,1075,1024,1027,1048,1021,9518
0,1,49,simple_parity_a,AMBP,146,146,146,146,146,146,146,146,146,146,88,88,88,88,88,88,88,88,88,88,234,234,234,234,234,234,234,234,234,234,2340,109,109,109,109,109,109,109,109,109,109,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,100490,500,483,1155,1106,1104,1101,1101,1074,1109,1073,9806
1,1,51,bubble_sort,AMBP,78894,63044,63044,53599,47957,47957,44511,42485,42485,41258,17041,13561,13561,11529,10334,10334,9583,9160,9160,8900,95935,76605,76605,65128,58291,58291,54094,51645,51645,50158,638397,15858,25295,25295,30955,34355,34355,36386,37605,37605,38335,3488,5502,5502,6707,7432,7432,7862,8121,8121,8276,19346,30797,30797,37662,41787,41787,44248,45726,45726,46611,384487,137901,134091,133186,132071,131884,132699,131288,131155,131121,132165,1327561
2,0,52,selection_sort,AMBP,53666,53666,42861,36457,32582,30305,30305,28881,28110,27570,10777,10777,8558,7302,6521,6078,6078,5787,5653,5526,64443,64443,51419,43759,39103,36383,36383,34668,33763,33096,437460,10813,10813,17222,21069,23371,24757,24757,25581,26086,26382,2235,2235,3499,4259,4711,4984,4984,5144,5245,5301,13048,13048,20721,25328,28082,29741,29741,30725,31331,31683,253448,84833,84050,83626,83359,82493,82716,82694,83895,82723,82605,832994
3,0,54,insertion_sort,AMBP,21971,21971,21971,21971,21971,21971,21971,21971,21971,21971,5792,5792,5792,5792,5792,5792,5792,5792,5792,5792,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,277630,4474,4474,4474,4474,4474,4474,4474,4474,4474,4474,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,57120,44035,42593,43141,42871,42717,42766,42708,42766,42728,42766,429091
1,0,50,count_ones_in_a,AMBP,119,119,119,119,119,119,119,119,119,119,39421,82,82,82,82,82,82,82,82,82,39540,201,201,201,201,201,201,201,201,201,41349,8506,103,103,103,103,103,103,103,103,103,39375,9910,9910,9910,9910,9910,9910,9910,9910,9910,47881,10013,10013,10013,10013,10013,10013,10013,10013,10013,137998,675,426,1109,1085,1062,1061,1061,1068,1066,1069,9682
0,0,0,empty,AFC,12,10,10,10,8,8,4,8,8,8,5,4,5,5,10,9,5,8,8,7,17,14,15,15,18,17,9,16,16,15,152,2,3,4,4,4,4,4,4,4,4,1,1,1,1,2,3,3,4,4,4,3,4,5,5,6,7,7,8,8,8,61,505,303,303,303,306,306,306,306,306,306,3250
1,0,2,subtract_ab,AFC,13,10,9,9,8,8,8,8,8,8,5,8,8,8,7,7,6,7,7,7,18,18,17,17,15,15,14,15,15,15,159,2,3,4,4,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,7,64,619,306,306,306,306,306,306,306,306,306,3373
0,1,1,sum_ab,AFC,4,6,6,6,10,9,9,8,8,8,4,7,7,7,9,8,8,7,7,7,8,13,13,13,19,17,17,15,15,15,145,4,3,3,3,4,5,5,5,5,5,4,2,2,2,3,4,4,4,4,4,8,5,5,5,7,9,9,9,9,9,75,307,327,304,304,304,301,304,301,301,304,3057
2,0,4,divide_ab,AFC,14,11,10,10,9,8,8,8,8,8,5,8,8,8,6,7,6,7,7,6,19,19,18,18,15,15,14,15,15,14,162,2,3,4,4,5,5,5,5,5,5,1,2,3,3,3,3,3,3,3,3,3,5,7,7,8,8,8,8,8,8,70,701,311,311,311,311,311,311,311,311,311,3500
3,0,6,and_ab,AFC,12,10,9,9,8,8,8,8,8,8,9,8,9,9,8,7,5,7,7,7,21,18,18,18,16,15,13,15,15,15,164,2,3,4,4,4,4,4,4,4,4,1,2,3,3,4,4,4,4,4,4,3,5,7,7,8,8,8,8,8,8,70,528,307,307,307,307,307,307,307,307,307,3291
1,1,3,multiply_ab,AFC,12,12,10,9,9,9,8,8,8,7,9,9,8,7,7,7,6,6,6,7,21,21,18,16,16,16,14,14,14,14,164,2,2,3,4,4,4,4,4,4,4,1,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,60,306,333,306,306,306,306,306,306,306,306,3087
3,1,7,or_ab,AFC,12,12,10,9,9,9,9,8,8,8,9,9,8,7,7,7,7,8,7,7,21,21,18,16,16,16,16,16,15,15,170,2,2,3,4,4,4,4,4,4,4,1,1,2,3,3,3,3,4,4,4,3,3,5,7,7,7,7,8,8,8,63,311,306,307,307,307,307,307,307,307,307,3073
0,0,8,xor_ab,AFC,8,10,10,9,8,5,8,8,8,8,7,10,10,9,8,3,3,3,3,3,15,20,20,18,16,8,11,11,11,11,141,3,4,4,5,5,5,5,5,5,5,1,2,2,3,4,429496733,429496733,429496733,429496733,429496733,4,6,6,8,9,429496738,429496738,429496738,429496738,429496738,-2147483573,509,296,299,299,299,299,299,299,299,299,3197
1,0,10,shift_a_left_2,AFC,10,8,9,9,8,8,6,8,8,8,8,7,8,8,7,7,5,7,7,7,18,15,17,17,15,15,11,15,15,15,153,2,3,4,4,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,7,64,642,303,303,303,303,303,303,303,303,303,3369
0,1,9,not_a,AFC,9,9,11,9,9,8,8,8,8,8,7,7,10,9,9,8,8,7,7,7,16,16,21,18,18,16,16,15,15,15,166,1,1,3,4,4,4,4,4,4,4,1,1,2,3,3,4,4,4,4,4,2,2,5,7,7,8,8,8,8,8,63,302,326,296,296,296,296,296,299,299,299,3005
2,0,12,equals_ab,AFC,13,10,9,9,8,8,8,8,8,8,5,8,9,9,6,6,6,6,6,6,18,18,18,18,14,14,14,14,14,14,156,2,3,4,4,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,7,64,653,309,312,312,312,309,312,309,309,312,3449
3,0,14,greater_than_ab,AFC,13,10,9,9,8,8,8,8,8,8,5,8,9,9,8,7,5,7,7,7,18,18,18,18,16,15,13,15,15,15,161,2,3,4,4,4,4,4,4,4,4,1,2,3,3,4,4,4,4,4,4,3,5,7,7,8,8,8,8,8,8,70,505,312,312,312,309,312,312,312,309,309,3304
1,1,11,shift_b_right_1,AFC,10,10,8,7,7,7,7,7,7,7,8,8,7,6,6,6,6,6,6,6,18,18,15,13,13,13,13,13,13,13,142,2,2,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,3,3,5,5,5,5,5,5,5,5,46,303,302,303,303,303,303,303,303,303,303,3029
3,1,15,less_than_ab,AFC,12,12,10,9,9,9,8,8,8,8,9,9,8,7,7,7,6,6,6,6,21,21,18,16,16,16,14,14,14,14,164,2,2,3,4,4,4,4,4,4,4,1,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,60,315,334,308,311,311,308,311,311,308,311,3128
0,0,16,max_ab,AFC,13,11,10,10,9,8,8,8,8,8,5,8,8,8,7,7,6,7,7,7,18,19,18,18,16,15,14,15,15,15,163,2,3,4,4,5,5,5,5,5,5,1,2,3,3,3,3,3,3,3,3,3,5,7,7,8,8,8,8,8,8,70,570,307,307,310,310,310,310,310,310,310,3354
1,0,18,logical_and,AFC,11,11,11,10,9,8,9,9,9,9,9,9,9,8,7,6,7,7,7,7,20,20,20,18,16,14,16,16,16,16,172,3,4,4,5,5,5,5,5,5,5,1,2,2,3,3,3,3,3,3,3,4,6,6,8,8,8,8,8,8,8,72,624,313,310,310,310,310,310,310,310,310,3417
0,1,17,min_ab,AFC,13,13,10,9,9,9,9,8,8,7,9,9,9,8,8,8,6,6,6,7,22,22,19,17,17,17,15,14,14,14,171,2,2,3,4,4,4,5,5,5,5,1,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,8,8,8,8,64,307,334,307,310,307,310,310,307,307,310,3109
2,0,20,logical_not_equal,AFC,12,10,7,7,9,8,8,8,8,8,9,8,8,8,6,6,6,6,6,6,21,18,15,15,15,14,14,14,14,14,154,2,3,3,3,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,5,6,6,7,7,7,7,7,7,62,808,312,312,309,312,312,309,309,312,309,3604
3,0,22,decrement_b_100_times,AFC,362,362,362,362,362,362,362,362,362,362,264,264,264,264,264,264,264,264,264,264,626,626,626,626,626,626,626,626,626,626,6260,72,72,72,72,72,72,72,72,72,72,52,52,52,52,52,52,52,52,52,52,124,124,124,124,124,124,124,124,124,124,1240,1373,1238,1893,1869,1863,1866,1863,1860,1860,1860,17545
1,1,19,logical_or,AFC,14,14,12,10,10,8,8,9,9,9,9,9,8,7,7,7,7,6,6,6,23,23,20,17,17,15,15,15,15,15,175,2,2,4,5,5,5,5,5,5,5,1,1,2,3,3,3,3,3,3,3,3,3,6,8,8,8,8,8,8,8,68,329,337,310,310,310,310,310,310,310,310,3146
0,0,24,sum_1_to_100,AFC,464,464,464,464,464,464,464,464,464,464,260,260,260,260,260,260,260,260,260,260,724,724,724,724,724,724,724,724,724,724,7240,92,92,92,92,92,92,92,92,92,92,52,52,52,52,52,52,52,52,52,52,144,144,144,144,144,144,144,144,144,144,1440,1210,1032,1718,1676,1678,1675,1675,1678,1675,1678,15695
1,0,26,popcount_a,AFC,122,122,122,122,122,122,122,122,122,122,86,86,86,86,86,86,86,86,86,86,208,208,208,208,208,208,208,208,208,208,2080,24,24,24,24,24,24,24,24,24,24,17,17,17,17,17,17,17,17,17,17,41,41,41,41,41,41,41,41,41,41,410,844,434,1119,1092,1085,1070,1085,1068,1068,1068,9933
2,0,28,lcg_sequence,AFC,119,119,102,88,74,65,65,69,66,21,89,89,77,67,58,60,60,56,46,7,208,208,179,155,132,125,125,125,112,28,1397,23,23,38,48,53,55,55,57,58,429496780,17,17,29,36,40,44,44,46,46,429496767,40,40,67,84,93,99,99,103,104,858993547,858994276,1022,739,1428,1382,1366,1370,1354,1350,1353,1356,12720
3,1,31,sum_of_squares_0_to_99,AFC,470,376,376,319,286,286,266,254,254,247,265,213,213,180,162,162,150,144,144,139,735,589,589,499,448,448,416,398,398,386,4906,94,150,150,183,203,203,215,222,222,227,53,85,85,104,115,115,122,126,126,128,147,235,235,287,318,318,337,348,348,355,2928,1366,1386,2033,1670,1996,1991,1988,1991,1988,1998,18407
3,0,30,sum_of_squares_ab,AFC,11,9,9,9,10,9,10,10,10,10,236,3,3,3,5,5,5,5,5,5,247,12,12,12,15,14,15,15,15,15,372,134,5,5,5,6,6,6,6,6,6,233,1,1,1,1,1,1,1,1,1,367,6,6,6,7,7,7,7,7,7,427,517,308,308,308,308,308,308,308,308,308,3289
0,0,32,repeated_square_mod,AFC,95,95,95,95,95,95,95,95,95,95,75,75,75,75,75,75,75,75,75,75,170,170,170,170,170,170,170,170,170,170,1700,19,19,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,15,15,34,34,34,34,34,34,34,34,34,34,340,746,517,1176,1132,1136,1136,1137,1135,1135,1135,10385
1,0,34,fibonacci_20,AFC,174,174,174,174,174,174,174,174,174,174,138,138,138,138,138,138,138,138,138,138,312,312,312,312,312,312,312,312,312,312,3120,34,34,34,34,34,34,34,34,34,34,27,27,27,27,27,27,27,27,27,27,61,61,61,61,61,61,61,61,61,61,610,748,586,1277,1216,1195,1195,1191,1191,1193,1228,11020
2,0,36,russian_peasant_mul,AFC,127,127,102,83,82,32,32,32,32,32,87,87,73,66,51,9,9,9,9,9,214,214,175,149,133,41,41,41,41,41,1090,25,25,40,48,54,429496779,429496779,429496779,429496779,429496779,17,17,28,35,38,429496761,429496761,429496761,429496761,429496761,42,42,68,83,92,858993540,858993540,858993540,858993540,858993540,731,931,622,1222,1126,1105,1062,1132,1128,1064,1060,10452
3,0,38,sum_of_cubes_1_to_10,AFC,120,120,120,87,78,26,26,26,26,26,74,74,74,69,47,4,4,4,4,4,194,194,194,156,125,30,30,30,30,30,1013,24,24,24,36,44,429496770,429496770,429496770,429496770,429496770,14,14,14,25,29,429496753,429496753,429496753,429496753,429496753,38,38,38,61,73,858993523,858993523,858993523,858993523,858993523,567,593,406,1088,1059,1079,1047,1045,1033,1026,1024,9400
3,1,39,xor_all_globals,AFC,26,11,9,9,8,7,7,8,8,8,4,8,7,7,6,6,6,8,7,7,30,19,16,16,14,13,13,16,15,15,167,429496770,2,3,3,4,4,4,4,4,4,429496753,1,2,2,2,2,2,3,3,3,858993523,3,5,5,6,6,6,7,7,7,858993575,312,327,327,327,306,303,303,303,303,303,3114
0,0,40,complex_bitwise,AFC,16,10,10,10,9,9,8,9,9,9,6,9,9,9,8,7,6,7,7,7,22,19,19,19,17,16,14,16,16,16,174,3,4,5,5,5,5,5,5,5,5,1,2,3,3,4,4,4,4,4,4,4,6,8,8,9,9,9,9,9,9,80,510,307,310,310,310,307,307,310,310,310,3291
1,0,42,mixed_arithmetic_masked,AFC,16,13,11,11,10,10,10,10,10,10,11,9,8,8,7,7,7,7,7,7,27,22,19,19,17,17,17,17,17,17,189,3,5,6,6,6,6,6,6,6,6,2,3,4,4,4,4,4,4,4,4,5,8,10,10,10,10,10,10,10,10,93,661,315,315,315,315,315,315,315,315,315,3496
0,1,41,mixed_arithmetic_mod,AFC,14,14,12,10,10,10,9,9,9,9,9,9,8,7,7,7,6,6,6,6,23,23,20,17,17,17,15,15,15,15,177,2,2,4,5,5,5,5,5,5,5,1,1,2,3,3,3,3,3,3,3,3,3,6,8,8,8,8,8,8,8,68,326,309,307,307,310,310,310,307,310,310,3106
2,0,44,abs_a_bitwise,AFC,15,12,12,12,10,9,9,9,9,9,13,11,12,12,9,8,8,8,8,8,28,23,24,24,19,17,17,17,17,17,203,3,4,5,5,6,6,6,6,6,6,2,3,4,4,5,5,5,5,5,5,5,7,9,9,11,11,11,11,11,11,96,683,313,313,316,316,316,316,316,316,313,3518
1,1,43,swap_ab_and_sum,AFC,21,21,17,15,15,15,14,13,13,9,16,16,13,11,11,11,10,10,10,10,37,37,30,26,26,26,24,23,23,19,271,4,4,6,7,7,7,8,9,9,9,3,3,5,6,6,6,6,6,6,6,7,7,11,13,13,13,14,15,15,15,123,318,351,318,318,318,318,318,318,318,318,3213
3,1,47,parity_a,AFC,126,102,102,80,74,74,69,69,22,22,87,72,72,58,46,46,44,44,6,6,213,174,174,138,120,120,113,113,28,28,1221,25,40,40,48,53,53,56,56,429496778,429496778,17,28,28,34,36,36,37,37,429496760,429496760,42,68,68,82,89,89,93,93,858993538,858993538,1717987700,479,498,1171,1102,1091,1088,1086,1091,1089,1089,9784
3,0,46,count_bits_in_b,AFC,92,92,26,25,24,24,24,24,26,23,67,67,12,12,12,12,12,12,12,12,159,159,38,37,36,36,36,36,38,35,610,18,18,19,20,20,20,20,20,21,21,13,13,429496742,429496742,429496742,429496742,429496742,429496742,429496742,429496742,31,31,429496761,429496762,429496762,429496762,429496762,429496762,429496763,429496763,-858993137,779,397,1055,1028,1001,1002,999,999,997,1000,9257
0,1,49,simple_parity_a,AFC,145,115,115,95,83,83,83,81,81,34,91,73,73,63,59,59,53,44,44,6,236,188,188,158,142,142,136,125,125,40,1480,29,46,46,55,60,60,64,67,67,429496790,18,29,29,35,39,39,41,41,41,429496763,47,75,75,90,99,99,105,108,108,858993553,858994359,501,486,1157,1096,1104,1095,1074,1096,1093,1078,9780
1,0,50,count_ones_in_a,AFC,123,123,123,123,123,123,123,123,123,123,86,86,86,86,86,86,86,86,86,86,209,209,209,209,209,209,209,209,209,209,2090,24,24,24,24,24,24,24,24,24,24,17,17,17,17,17,17,17,17,17,17,41,41,41,41,41,41,41,41,41,41,410,892,426,1110,1099,1068,1062,1068,1059,1059,1066,9909
0,0,48,shift_mix_ab,AFC,8,7,7,7,7,7,7,7,7,7,7,9,5,5,5,5,8,4,7,7,15,16,12,12,12,12,15,11,14,14,133,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,3,3,3,3,4,5,5,5,5,5,6,6,6,6,53,592,301,301,301,301,298,298,301,301,298,3292
2,0,52,selection_sort,AFC,53707,53707,42964,36509,32636,30312,30312,28915,28149,27627,10808,10808,8649,7367,6573,6097,6097,5844,5703,5580,64515,64515,51613,43876,39209,36409,36409,34759,33852,33207,438364,10741,10741,17185,21049,23366,24755,24755,25587,26099,26404,2161,2161,3458,4239,4705,4983,4983,5155,5264,5327,12902,12902,20643,25288,28071,29738,29738,30742,31363,31731,253118,85131,83804,83895,82976,82908,82776,82803,84008,82796,82636,833733
3,0,54,insertion_sort,AFC,21978,21978,21978,21978,21978,21978,21978,21978,21978,21978,5793,5793,5793,5793,5793,5793,5793,5793,5793,5793,27771,27771,27771,27771,27771,27771,27771,27771,27771,27771,277710,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,5553,5553,5553,5553,5553,5553,5553,5553,5553,5553,55530,43733,42540,43046,42779,42674,42752,42796,42758,42733,42762,428573
0,0,0,empty,PIC,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,17,17,17,170,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,-262,506,306,306,306,306,306,303,306,303,306,3254
1,0,2,subtract_ab,PIC,13,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,5,5,18,18,18,18,18,18,18,18,18,18,180,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,-272,581,306,306,306,306,306,306,306,306,306,3335
0,1,1,sum_ab,PIC,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,16,16,160,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,858993435,858993435,858993435,858993435,858993435,858993435,858993435,858993435,858993435,858993435,-242,307,327,304,304,304,301,301,301,301,304,3054
2,0,4,divide_ab,PIC,14,14,14,14,14,14,14,14,14,14,5,5,5,5,5,5,5,5,5,5,19,19,19,19,19,19,19,19,19,19,190,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,858993431,858993431,858993431,858993431,858993431,858993431,858993431,858993431,858993431,858993431,-282,589,311,311,311,311,311,311,311,311,311,3388
3,0,6,and_ab,PIC,13,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,5,5,18,18,18,18,18,18,18,18,18,18,180,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,-272,505,307,307,307,307,307,307,307,307,307,3268
1,1,3,multiply_ab,PIC,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,21,21,21,210,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,-312,306,333,306,306,306,306,306,306,306,306,3087
3,1,7,or_ab,PIC,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,21,21,21,210,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,-312,311,306,307,307,307,307,307,307,307,307,3073
0,0,8,xor_ab,PIC,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,150,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,858993437,858993437,858993437,858993437,858993437,858993437,858993437,858993437,858993437,858993437,-222,533,296,296,299,299,296,296,296,299,296,3206
1,0,10,shift_a_left_2,PIC,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,18,18,18,18,18,18,18,18,18,18,180,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496717,429496717,429496717,429496717,429496717,429496717,429496717,429496717,429496717,429496717,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,-272,729,303,303,303,303,303,303,303,303,303,3456
